chr	pos
JAX00276090	1	171.285613
JAX00276105	1	171.339378
UNC2197937	1	171.347281
JAX00276108	1	171.357343
JAX00012557	1	171.373198
UNC2198282	1	171.376321
UNC2198953	1	171.425719
JAX00276141	1	171.431737
UNC2199154	1	171.43782
UNC2199804	1	171.491731
UNC2200080	1	171.504107
UNC2200687	1	171.582972
UNC2200831	1	171.597107
UNC2200991	1	171.612743
UNC2201094	1	171.628278
UNC2201195	1	171.641991
UNC2201362	1	171.655915
UNC2201530	1	171.674602
JAX00012580	1	171.695858
UNC2201764	1	171.704576
UNC2202092	1	171.755908
UNC2202366	1	171.777076
UNC2202657	1	171.79984
UNC2203040	1	171.847674
JAX00012594	1	171.849583
UNC2203192	1	171.873408
UNC2203285	1	171.896415
UNC2203633	1	171.939219
UNC2203795	1	171.956873
JAX00012603	1	171.991896
UNC2204464	1	172.003406
UNC2204652	1	172.01885
UNC2204803	1	172.036016
UNC2205364	1	172.0816
UNC2205626	1	172.112287
UNC2205970	1	172.145266
UNC2206209	1	172.175373
UNC2206313	1	172.184959
JAX00276258	1	172.197092
JAX00276263	1	172.20409
UNC2206673	1	172.219761
UNC2207276	1	172.26452
UNC2207758	1	172.299811
backupUNC010646654	1	172.353355
UNC2208828	1	172.385024
JAX00276319	1	172.444585
UNC2210873	1	172.570313
backupUNC010370373	1	172.640414
UNC2211957	1	172.685919
UNC2215164	1	172.911308
JAX00276472	1	172.955306
JAX00276473	1	172.956255
UNC2216194	1	173.012746
UNC2219145	1	173.224446
JAX00276610	1	173.645553
UNC2227722	1	173.995242
UNC2233773	1	174.24199
UNC2246604	1	174.996546
UNC2252169	1	175.35438
UNC2252898	1	175.413101
UNC2267466	1	176.279827
UNC2268571	1	176.353758
UNC2269726	1	176.414776
JAX00012935	1	176.418167
UNC2270759	1	176.47089
JAX00277373	1	176.724068
UNC2275421	1	176.90411
B6_01-178969734-S	1	177.039243
backupUNC010861440	1	181.537569
UNC2322932	1	181.53886
UNC2323627	1	181.59757
UNC2324474	1	181.749131
UNC2326977	1	182.001895
UNC2327170	1	182.021333
UNC2327373	1	182.044576
UNC2327735	1	182.072111
UNC2332442	1	182.478249
UNC2336141	1	182.749095
UNC2337122	1	182.826391
UNC2337975	1	182.890873
UNC2340030	1	183.550853
UNC010411561	1	183.577007
UNC2341286	1	183.634985
JAX00278836	1	183.644103
UNC2341594	1	183.660889
UNC2343495	1	183.804938
UNC2346376	1	184.020986
UNC2347185	1	184.117764
UNC2347411	1	184.146379
UNC2347566	1	184.176306
UNC2348110	1	184.237008
UNC2348602	1	184.275078
UNC2348879	1	184.299808
JAX00278978	1	184.305551
JAX00278979	1	184.30785
JAX00013496	1	184.393467
UNC2350552	1	184.445172
UNC2351202	1	184.507958
JAX00279031	1	184.610823
JAX00279039	1	184.631226
UNC2353149	1	184.72443
UNC2354865	1	184.86694
UNC2355110	1	184.892928
UNC2355402	1	184.916609
UNC2356497	1	185.015056
UNC2356872	1	185.050908
UNC010414123	1	185.073154
UNC2357801	1	185.102199
JAX00279172	1	185.11174
UNC2358125	1	185.118739
UNC2358746	1	185.166357
UNC2359324	1	185.200431
UNC2360576	1	185.303374
UNC2360984	1	185.339902
UNC2361608	1	185.372522
UNC2362085	1	185.406981
UNC2364685	1	185.586689
UNC2367417	1	185.746194
JAX00188952	1	185.772809
UNC2367854	1	185.774372
UNC2390835	1	187.609983
UNC2390966	1	187.620718
UNC2391194	1	187.638592
JAX00188958	1	187.799707
JAX00013760	1	187.919386
UNC2394017	1	187.925003
UNC2394501	1	187.953326
JAX00013764	1	187.964021
UNC2394706	1	187.967746
UNC2396636	1	188.204604
UNC2396741	1	188.217693
UNC2397011	1	188.23944
UNC2397343	1	188.267308
UNC2397770	1	188.310705
UNC2398055	1	188.335477
UNC2398151	1	188.353045
JAX00279836	1	188.356929
UNC2398632	1	188.401978
JAX00013797	1	188.417324
UNC2398792	1	188.430755
UNC2398989	1	188.441797
UNC2399300	1	188.463338
UNC2399492	1	188.480532
UNC2399677	1	188.494307
UNC2399918	1	188.51456
UNC2400641	1	188.589757
UNC2400712	1	188.605468
UNC2400736	1	188.621487
UNC2400921	1	188.635659
UNC2401311	1	188.66947
UNC2401574	1	188.687535
JAX00279901	1	188.692034
UNC2402097	1	188.71834
UNC2404202	1	188.859728
UNC2404402	1	188.871901
UNC2405890	1	188.990344
UNC2406956	1	189.073981
UNC2407295	1	189.097963
UNC2421237	1	190.144845
UNC2421448	1	190.180496
UNC2421721	1	190.199615
JAX00280243	1	190.200406
UNC2423738	1	190.396863
UNC2423914	1	190.411742
UNC2424157	1	190.430553
UNC2424301	1	190.442822
JAX00280331	1	190.580905
UNC2426597	1	190.639311
UNC2426668	1	190.65254
JAX00013965	1	190.655586
UNC2428302	1	190.821384
UNC2429277	1	190.903349
UNC2430499	1	191.020011
UNC2430671	1	191.035581
UNC2430731	1	191.040279
JAX00280416	1	191.082535
UNC2431585	1	191.109589
UNC2432687	1	191.2358
JAX00280436	1	191.246437
UNC2433104	1	191.269512
UNC2433259	1	191.283542
UNC2433516	1	191.299476
UNC2433925	1	191.333382
UNC2434424	1	191.38269
UNC2434451	1	191.395877
UNC2434804	1	191.428201
UNC2435079	1	191.447434
UNC2435259	1	191.459397
UNC2436239	1	191.530835
UNC2436405	1	191.556153
UNC2436677	1	191.588263
UNC2436812	1	191.599384
UNC010475128	1	191.601182
UNC2436931	1	191.609485
UNC2437138	1	191.631239
UNC2437403	1	191.657427
UNC2438125	1	191.715792
UNC2438649	1	191.774775
UNC2439483	1	191.8504
UNC2439682	1	191.866465
UNC2439858	1	191.880449
UNC2440156	1	191.931595
UNC2440360	1	191.980706
UNC2440731	1	192.091867
UNC2440773	1	192.106182
JAX00014077	1	192.141559
UNC2440901	1	192.154974
backuprs32282252	1	192.177572
UNC2441248	1	192.205283
UNC2441379	1	192.214672
UNC2441947	1	192.25904
UNC2442307	1	192.288944
UNC2442472	1	192.301448
UNC2442605	1	192.313319
UNC2442851	1	192.329476
UNC2443007	1	192.341933
JAX00188971	1	192.363806
UNC2443557	1	192.373313
UNC2444046	1	192.409678
JAX00014097	1	192.413462
UNC2444174	1	192.421794
UNC2444623	1	192.454411
UNC2444829	1	192.487912
UNC2444978	1	192.498891
UNC2445326	1	192.528101
UNC2447162	1	192.708291
UNC2447347	1	192.71962
UNC2447628	1	192.741217
UNC2447782	1	192.754891
UNC2448055	1	192.773264
UNC2448158	1	192.780799
UNC2448390	1	192.805666
UNC2448512	1	192.818915
UNC2448687	1	192.837143
UNC2448897	1	192.864042
JAX00280763	1	192.869205
UNC2448996	1	192.879824
JAX00014133	1	192.883545
UNC2449160	1	192.897118
UNC2449386	1	192.926206
UNC2449523	1	192.941983
JAX00014139	1	192.967389
UNC2449803	1	192.976572
UNC2450001	1	192.994985
UNC2450118	1	193.007475
JAX00014142	1	193.010973
UNC2450441	1	193.038715
UNC2450625	1	193.054061
UNC2450926	1	193.087735
UNC2451372	1	193.137615
UNC2451614	1	193.159937
UNC010872195	1	193.271985
JAX00014163	1	193.288675
UNC2453335	1	193.309223
JAX00014166	1	193.318232
UNC2453520	1	193.321625
UNC2453925	1	193.353658
UNC2454760	1	193.421248
UNC2456034	1	193.514036
UNC2456192	1	193.534297
UNC2456475	1	193.562834
UNC2456655	1	193.578102
UNC2457020	1	193.608539
UNC2457244	1	193.62646
UNC2457409	1	193.642157
JAX00280926	1	193.653881
UNC2457544	1	193.654902
JAX00014191	1	193.673297
UNC2457857	1	193.67655
UNC2458018	1	193.688845
JAX00280946	1	193.700505
UNC010680647	1	193.708959
JAX00280954	1	193.709621
UNC010680950	1	193.778845
UNC2459863	1	193.94109
UNC2460751	1	194.149219
B6_01-196072469-S	1	194.246275
UNC010873548	1	194.419062
JAX00014251	1	194.475554
UNC2463658	1	194.675964
UNC2463974	1	194.774688
JAX00014283	1	194.886567
UNC2464492	1	194.957443
UNC2464503	1	194.973908
UNC2464512	1	194.976537
UNC2464517	1	194.988142
UNC2464616	1	195.048233
UNC2465079	1	195.137522
UNC2465306	1	195.174534
backupUNC020000070	2	3.164247
UNC2466989	2	3.182308
CEAJAX00090652	2	3.3947
JAX00090652	2	3.3947
JAX00090654	2	3.420272
UNC2471300	2	3.595443
UNC2471438	2	3.613854
UNC2473318	2	3.750973
UNC2476359	2	3.994434
UNC2476771	2	4.028843
UNC2477500	2	4.070092
UNC2479300	2	4.174654
UNC2481020	2	4.2804
UNC020006684	2	7.375358
JAX00091167	2	10.310253
JAX00091402	2	13.436218
B6_02-018045358-S	2	18.123731
JAX00091880	2	19.810192
UNC2683686	2	19.978983
JAX00484588	2	19.979921
UNC2684703	2	20.03781
UNC2685974	2	20.140327
UNC2689711	2	20.353972
JAX00484655	2	20.371664
UNC2692048	2	20.490494
UNC2693356	2	20.577183
JAX00484722	2	20.657754
JAX00091946	2	20.702195
UNC2696844	2	20.774128
UNC2697548	2	20.820065
UNC2699507	2	20.929728
UNC020012740	2	20.975044
UNC020014453	2	27.062175
B6_02-030044009-S	2	30.188489
UNC3195839	2	63.468026
JAX00095128	2	63.485692
UNC3196103	2	63.493467
UNC3196390	2	63.521962
UNC3196722	2	63.555906
UNC3196969	2	63.581995
UNC3199717	2	63.876266
UNC3200311	2	63.919661
UNC3202061	2	64.076255
JAX00095174	2	64.087347
UNC3202425	2	64.112843
UNC3204296	2	64.360198
UNC3219573	2	65.518125
UNC020566977	2	65.550158
UNC3219982	2	65.554938
UNC3221776	2	65.692072
UNC3224577	2	65.913389
UNC3225113	2	65.948485
UNC3228339	2	66.172747
UNC020087824	2	66.258021
UNC3230084	2	66.318283
UNC3232445	2	66.476953
UNC3233213	2	66.517137
UNC3234516	2	66.597171
JAX00095366	2	66.645497
UNC3236219	2	66.729032
UNC3236987	2	66.78975
UNC020089575	2	66.925342
UNC3239857	2	66.96864
UNC3247099	2	67.468649
JAX00491930	2	67.514721
UNC3249065	2	67.601217
UNC3249949	2	67.643595
UNC020091694	2	67.745241
UNC3254350	2	67.925036
JAX00216852	2	68.242133
UNC3259934	2	68.292166
UNC3263209	2	68.48998
UNC3266951	2	68.804831
JAX00492187	2	68.845405
UNC3267498	2	68.84574
UNC3267830	2	68.869729
UNC3268280	2	68.89443
UNC020093982	2	68.945313
UNC3269190	2	68.961437
UNC3269533	2	68.980201
UNC3269841	2	69.004134
JAX00095547	2	69.077243
UNC3271429	2	69.104529
UNC3272170	2	69.15086
UNC3272426	2	69.165809
UNC3272772	2	69.186088
UNC3273529	2	69.231529
UNC3275501	2	69.369156
UNC3276622	2	69.427073
UNC3276912	2	69.44823
UNC3277274	2	69.469578
JAX00492376	2	69.498112
UNC3278066	2	69.517912
UNC3278414	2	69.54121
JAX00492395	2	69.556838
UNC3278810	2	69.563127
UNC3279626	2	69.616475
UNC3279845	2	69.632025
UNC3280788	2	69.697611
UNC3281328	2	69.755219
UNC3281493	2	69.777962
UNC3282025	2	69.816588
JAX00095606	2	69.863331
UNC3284030	2	69.999512
UNC3284254	2	70.021887
UNC3284740	2	70.054248
JAX00095623	2	70.082637
UNC3286173	2	70.144961
UNC3286867	2	70.18457
JAX00095632	2	70.20457
UNC3287909	2	70.239234
UNC3288268	2	70.258833
UNC3289577	2	70.348
UNC3289914	2	70.370328
UNC3290343	2	70.397591
UNC3291411	2	70.478929
UNC3291578	2	70.489887
JAX00492577	2	70.494678
UNC3291948	2	70.515362
UNC3292533	2	70.567912
UNC3294360	2	70.716531
UNC020401934	2	70.916445
UNC3296188	2	70.919935
UNC3296548	2	70.952627
UNC3296896	2	70.973371
JAX00492676	2	70.998595
UNC3297409	2	71.006561
UNC3297730	2	71.022929
UNC3297982	2	71.041855
UNC3298386	2	71.0769
UNC3298653	2	71.098194
UNC3298947	2	71.122407
UNC3299511	2	71.156821
UNC3300012	2	71.193275
UNC3300282	2	71.215722
UNC3300559	2	71.240326
UNC3300936	2	71.270713
backupJAX00095716	2	71.359267
JAX00095717	2	71.374654
UNC3302788	2	71.378661
UNC3303279	2	71.424496
UNC3304155	2	71.492824
JAX00095726	2	71.498523
UNC3304401	2	71.516423
JAX00492806	2	71.517658
UNC3304529	2	71.539974
UNC3305161	2	71.585594
UNC3305467	2	71.605512
UNC3305781	2	71.62481
UNC3306286	2	71.656362
UNC3306897	2	71.684946
UNC3307827	2	71.744974
UNC3308663	2	71.817961
JAX00492862	2	71.836026
UNC3309084	2	71.859558
UNC3309654	2	71.897257
JAX00492878	2	71.941794
UNC3310529	2	71.964279
UNC3311130	2	72.005651
UNC3311607	2	72.041974
JAX00492887	2	72.042553
UNC3312780	2	72.114784
JAX00095774	2	72.144149
UNC3313333	2	72.147327
JAX00492910	2	72.222683
UNC3314528	2	72.2253
JAX00492915	2	72.231461
UNC020412628	2	73.543209
UNC3334033	2	74.049192
JAX00493173	2	74.065903
JAX00493180	2	74.084556
UNC3334559	2	74.086378
UNC020097695	2	74.251702
JAX00493238	2	74.421682
UNC3338888	2	74.425434
UNC3339978	2	74.541842
UNC3345953	2	75.132893
UNC3347170	2	75.221995
UNC3347327	2	75.242114
UNC3347488	2	75.260629
UNC3348192	2	75.327495
UNC3348393	2	75.342659
JAX00493382	2	75.355104
UNC3348698	2	75.371619
UNC3352298	2	75.628596
UNC3352460	2	75.643243
JAX00096040	2	75.680531
UNC3353430	2	75.731132
UNC3353497	2	75.736783
UNC3353854	2	75.763181
UNC3354018	2	75.773932
UNC3354103	2	75.781274
UNC3355360	2	75.896348
UNC3356777	2	75.999529
UNC3356988	2	76.007988
JAX00096065	2	76.017748
JAX00189010	2	76.108604
UNC3359180	2	76.13851
UNC3360223	2	76.195733
JAX00493591	2	76.205455
UNC3361099	2	76.250568
UNC3361697	2	76.290174
UNC3362231	2	76.324383
UNC3363137	2	76.381571
JAX00096092	2	76.391217
UNC3364377	2	76.446315
UNC3365075	2	76.499646
UNC3370219	2	76.947121
JAX00096153	2	77.181783
JAX00493821	2	77.299594
UNC3374307	2	77.300333
UNC020103640	2	77.364192
UNC3375234	2	77.365083
UNC3375878	2	77.431296
UNC3376685	2	77.488599
UNC3399387	2	79.342066
UNC020413176	2	79.350701
UNC3400409	2	79.412389
UNC3404045	2	79.696879
UNC3405227	2	79.771723
backupUNC020413615	2	79.794952
UNC3406655	2	79.856361
UNC3410225	2	80.104702
UNC020313672	2	80.148968
UNC3410857	2	80.165943
JAX00494441	2	80.185354
UNC3412650	2	80.339916
UNC3412710	2	80.34904
JAX00096391	2	80.370518
UNC3413584	2	80.419497
JAX00096398	2	80.464037
UNC3415704	2	80.641256
JAX00494499	2	80.725007
JAX00096419	2	80.731655
B6_02-080713295-S	2	80.873138
UNC3419307	2	81.022002
UNC3419568	2	81.096539
UNC3420134	2	81.165214
JAX00096462	2	81.300983
UNC020416650	2	81.333614
JAX00096463	2	81.335288
JAX00494705	2	82.038924
backupUNC020418223	2	82.04708
UNC3429406	2	82.103693
UNC3430628	2	82.231114
UNC3434180	2	82.618251
UNC3438983	2	83.252461
UNC020418786	2	83.413222
UNC3441299	2	83.485032
UNC3443022	2	83.647656
UNC3443374	2	83.682773
JAX00096644	2	83.755668
UNC3444922	2	83.812933
JAX00494952	2	83.833627
UNC3447037	2	83.994263
UNC3447687	2	84.108695
backupUNC020423536	2	84.449842
JAX00096701	2	84.583191
UNC3454307	2	84.770126
UNC3454976	2	84.841729
UNC3456440	2	85.037563
UNC3457043	2	85.108818
UNC3458557	2	85.247197
UNC3463071	2	85.654795
UNC3463694	2	85.710954
UNC3465534	2	85.885625
UNC3466430	2	85.982689
UNC3467697	2	86.100773
UNC3470473	2	86.384446
JAX00096850	2	86.544046
UNC3473403	2	86.659573
JAX00096872	2	86.841406
UNC3474714	2	86.8933
JAX00096909	2	87.344575
UNC3481215	2	87.397583
JAX00495680	2	87.803796
JAX00495689	2	87.838333
UNC3486145	2	87.920669
UNC020573419	2	87.974692
UNC3486966	2	88.006015
JAX00097084	2	89.751455
UNC3504900	2	90.15398
UNC3505489	2	90.478795
UNC020442578	2	90.47935
UNC3508919	2	90.926766
UNC3513161	2	91.430222
UNC3514028	2	91.514196
backupUNC020444088	2	91.601751
JAX00496191	2	91.717603
UNC3517918	2	92.007729
UNC3524870	2	92.657284
JAX00097292	2	92.657644
JAX00496367	2	92.667164
UNC3525203	2	92.689429
UNC3526191	2	92.755148
UNC3526866	2	92.80275
UNC3527740	2	92.857289
UNC020446908	2	92.883144
UNC3528819	2	92.914543
UNC3534520	2	93.321195
JAX00097346	2	93.362628
UNC3535542	2	93.390092
UNC3536081	2	93.42715
UNC3536464	2	93.447473
UNC3537269	2	93.504067
JAX00097362	2	93.589331
UNC3538767	2	93.611296
JAX00496676	2	93.692155
UNC3539956	2	93.704143
JAX00097372	2	93.731237
UNC3541340	2	93.808052
UNC020448956	2	94.030822
UNC3548242	2	94.314443
JAX00496857	2	94.368467
JAX00097421	2	94.380546
JAX00496868	2	94.390412
UNC3551443	2	94.551973
UNC3553495	2	94.721765
JAX00496926	2	94.738625
UNC3554765	2	94.817987
UNC3559086	2	95.316176
UNC3561604	2	95.598572
JAX00097541	2	96.023617
UNC3568598	2	96.218147
UNC3570043	2	96.323634
JAX00497176	2	96.494554
UNC3572364	2	96.550007
JAX00097584	2	96.597009
JAX00497209	2	96.722076
backupUNC020115641	2	97.146919
UNC3582032	2	97.176743
UNC3584314	2	97.319661
backupUNC020116951	2	97.536866
UNC3587862	2	97.576052
UNC3596393	2	98.318384
UNC3600588	2	98.618333
UNC3612950	2	99.405407
backupUNC020119223	2	99.486891
JAX00497562	2	99.497446
UNC3617157	2	99.653063
JAX00097809	2	99.667401
backupUNC020120299	2	99.879211
UNC3631757	2	100.890079
UNC3633403	2	101.010866
UNC3635641	2	101.170549
UNC3638039	2	101.370114
UNC3647386	2	101.946434
UNC3649931	2	102.102389
UNC3650745	2	102.148908
JAX00498023	2	102.299163
UNC3655339	2	102.44759
UNC3660033	2	102.725049
JAX00498173	2	102.882839
UNC3662299	2	102.897462
JAX00189028	2	102.91831
UNC3662586	2	102.931633
JAX00098036	2	102.976622
UNC3663185	2	102.985261
UNC3663606	2	103.015948
UNC3664753	2	103.109418
UNC3665220	2	103.172888
UNC3667138	2	103.338882
UNC020127485	2	103.358787
UNC3668141	2	103.424828
UNC3669790	2	103.553786
UNC3670245	2	103.593794
JAX00098084	2	103.63784
UNC3671340	2	103.670137
JAX00498364	2	103.693113
UNC3671961	2	103.719377
UNC3672366	2	103.758369
UNC3672795	2	103.825631
UNC3674043	2	103.929659
UNC3676895	2	104.161474
backupJAX00098146	2	104.470657
JAX00098155	2	104.582736
UNC3682970	2	104.605611
JAX00098160	2	104.643517
UNC3683498	2	104.663811
UNC3684301	2	104.71682
UNC3686445	2	104.893275
UNC3686703	2	104.941851
JAX00098183	2	104.973753
UNC020130832	2	104.997674
UNC3687833	2	105.047433
UNC3688868	2	105.124103
UNC3689973	2	105.21895
UNC3691805	2	105.351778
UNC3696179	2	105.711542
UNC3698216	2	106.006333
UNC020131877	2	106.035673
UNC3698865	2	106.068971
backupUNC020132005	2	106.084401
UNC3699918	2	106.14812
JAX00189035	2	106.188791
JAX00498904	2	106.201366
UNC3704534	2	106.496032
UNC3704899	2	106.526277
UNC3705180	2	106.546728
UNC3705366	2	106.561102
UNC3705476	2	106.573789
UNC3707082	2	106.706614
UNC3708782	2	106.844742
UNC3709115	2	106.869609
UNC3709186	2	106.875737
UNC3710048	2	106.936143
JAX00098331	2	106.94674
JAX00098341	2	107.065367
UNC3712018	2	107.068439
UNC020133662	2	107.068561
UNC3712628	2	107.153805
UNC3714449	2	107.32221
JAX00098363	2	107.371963
UNC3715557	2	107.411736
UNC3715952	2	107.444021
backupUNC020478744	2	107.555609
UNC3717893	2	107.617671
UNC3723175	2	108.018544
UNC3724966	2	108.206889
JAX00499331	2	108.319997
UNC3726307	2	108.339657
UNC020480927	2	108.355071
UNC020481151	2	108.463591
UNC3729402	2	108.602323
UNC3736540	2	109.410154
backupUNC020481462	2	109.523816
UNC3738196	2	109.554857
JAX00098577	2	110.21541
UNC3744236	2	110.263785
JAX00098582	2	110.311644
UNC3745514	2	110.380835
UNC3746329	2	110.470618
JAX00499642	2	110.597359
UNC3750106	2	110.791466
UNC3751339	2	110.858214
UNC3752203	2	110.950762
UNC3753638	2	111.093032
UNC3755986	2	111.366889
UNC020137208	2	111.752248
UNC3758977	2	111.785012
UNC3759706	2	111.827981
UNC3760201	2	111.909005
UNC3760615	2	111.986882
UNC3760877	2	112.042731
UNC3761519	2	112.143624
UNC3762325	2	112.28029
JAX00098744	2	112.457989
UNC3763884	2	112.472699
backupUNC020139462	2	112.476104
UNC3764578	2	112.548326
UNC3767155	2	112.791086
UNC3768692	2	112.963921
JAX00499986	2	113.260069
UNC3772632	2	113.345855
JAX00098823	2	113.483135
UNC3776494	2	113.607095
UNC3776734	2	113.673038
UNC020139805	2	113.782183
UNC3777847	2	113.79356
UNC3779021	2	113.961081
JAX00098858	2	114.095133
JAX00098860	2	114.09994
UNC3781800	2	114.148029
JAX00500181	2	114.17681
UNC3782547	2	114.207067
UNC020485310	2	114.216849
UNC3784480	2	114.353112
JAX00500218	2	114.354486
UNC3784981	2	114.383064
UNC3786561	2	114.530383
UNC3788069	2	114.700814
UNC3789018	2	114.789277
UNC020140262	2	114.796919
UNC3790630	2	114.923737
UNC3791109	2	114.972664
UNC3792495	2	115.097799
UNC3792842	2	115.123416
UNC3794028	2	115.247422
UNC3794787	2	115.304132
UNC3795260	2	115.340331
UNC3803552	2	116.126054
JAX00500620	2	116.562911
UNC3813180	2	117.000383
UNC3815879	2	117.247767
UNC3817290	2	117.358992
UNC3817950	2	117.394986
UNC3821771	2	117.659286
UNC3822105	2	117.694471
backupUNC020488522	2	117.725418
JAX00500870	2	117.731438
UNC3823231	2	117.782852
UNC3824146	2	117.87118
UNC3824754	2	117.913425
UNC3826563	2	118.046135
UNC3827172	2	118.076581
UNC3827724	2	118.120587
UNC3829793	2	118.287957
UNC3832315	2	118.457301
backupUNC020740025	2	118.49319
UNC3832741	2	118.494933
JAX00501081	2	118.531969
UNC3833893	2	118.612729
JAX00501114	2	118.725385
JAX00099208	2	118.751205
UNC020150592	2	118.782041
UNC3836303	2	118.845618
UNC3836446	2	118.861723
UNC3836780	2	118.90626
JAX00501154	2	118.97939
UNC3837493	2	118.992951
UNC3837886	2	119.025871
UNC3838879	2	119.117357
UNC3839051	2	119.148011
UNC3839780	2	119.222677
UNC3842200	2	119.49391
UNC3843090	2	119.587147
UNC020155960	2	119.636374
UNC3844591	2	119.749331
JAX00501307	2	119.869634
UNC3847996	2	120.132485
JAX00099310	2	120.133468
UNC3848356	2	120.172616
backupUNC020159603	2	120.18181
JAX00099321	2	120.288114
UNC3849871	2	120.317302
JAX00501423	2	120.405129
JAX00501443	2	120.512941
UNC3852694	2	120.569369
UNC3853325	2	120.627523
UNC3855439	2	120.891344
UNC020165479	2	120.981444
UNC3856631	2	121.012357
UNC3859132	2	121.339511
JAX00501563	2	121.366142
UNC3859888	2	121.456903
UNC3860643	2	121.552369
UNC3861994	2	121.65532
UNC3864471	2	121.83345
UNC3865415	2	121.912754
JAX00099447	2	121.967646
UNC3865905	2	121.969937
JAX00501684	2	122.230022
JAX00501685	2	122.232617
UNC3869242	2	122.291506
UNC020174288	2	122.399975
UNC3871953	2	122.558859
B6_02-122534474-S	2	122.708738
UNC3873725	2	122.723319
UNC3875121	2	122.813906
UNC3876294	2	122.916805
UNC3877462	2	123.024107
UNC3877565	2	123.03343
UNC3878189	2	123.097269
UNC3879075	2	123.189732
UNC3880394	2	123.320941
UNC3881386	2	123.393661
UNC3881784	2	123.436124
UNC3882700	2	123.506344
UNC020183029	2	123.577317
backupJAX00099584	2	123.799653
UNC020186170	2	125.243955
UNC3906007	2	125.301952
UNC3910616	2	125.620908
JAX00099725	2	125.697809
JAX00502339	2	125.78732
UNC3912355	2	125.789648
UNC3912863	2	125.839552
JAX00502370	2	125.985169
UNC3914380	2	126.001972
UNC020187223	2	126.051028
UNC3918277	2	126.444813
UNC3920196	2	126.588272
UNC3923087	2	126.898812
UNC3927323	2	127.239056
UNC020187887	2	127.359499
UNC3929473	2	127.410527
UNC020188428	2	127.5128
UNC3930995	2	127.528412
UNC3934304	2	127.755137
UNC3936030	2	127.917276
UNC3936541	2	127.953826
UNC3937293	2	128.026747
UNC3938202	2	128.128545
UNC020189674	2	128.178296
UNC3938817	2	128.178758
